,vocabulary_id,term,hateful_meaning,nonhateful_meaning,is_unambiguous,is_unambiguous_in,average_offensiveness,language,plural_of,variant_of,transliteration_of,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class,number_of_sightings,number_of_sightings_this_year,number_of_sightings_this_month,created_on,updated_on
1382,uAuJGgQ9f,sideways pussy,"An Asian woman, particularly of Chinese descent.",,True,,88.0,eng,,sideways vagina,,True,True,False,False,False,False,False,295,27,0,2013-06-20 18:14:00,2013-06-20 18:14:00
1383,B4tfQxY3Q,cowboy killer,A Native American.,,False,,74.0,eng,,,,False,True,False,False,False,False,False,974,42,7,2013-06-20 09:29:09,2013-06-20 09:29:09
1384,9RbmyaNJr,eyetie,An Italian person. Originated through the mispronunciation of 'Italian' as 'Eye-talian.',,True,,81.0,eng,,,,True,True,False,False,False,False,False,281,13,0,2013-06-20 07:22:57,2013-06-20 07:22:57
1385,64mQJ3KAE,proddy dog,"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork",,True,,84.0,eng,,prod,,False,False,True,False,False,False,False,69,2,0,2013-06-19 20:55:26,2013-06-19 20:55:26
1386,H8g8GZ4Ax,prairie nigger,A Native American.,,True,,98.0,eng,,,,False,True,False,False,False,False,False,98,2,0,2013-06-19 19:53:18,2013-06-19 19:53:18
1387,a3m8GPkcf,Southern fairy,"Used in the north of England, the term originates from the inability of southern Englishmen being unable to consume amounts of alcohol over 2 units at any one period. ",,False,GB,76.0,eng,,,,False,False,False,False,False,False,False,150,20,0,2013-06-19 16:25:44,2013-06-19 16:25:44
1388,ZGgc8Fan8,coon ass,A person of Cajun ethnicity.,,True,,72.0,eng,,,,False,True,False,False,False,False,False,3789,124,17,2013-06-19 06:34:53,2013-06-19 06:34:53
1389,3K3zQvqm9,moulie,"A black person, used by Italians in US. It is a corruption of melanzane, the Italian word for eggplant.",,True,,89.0,eng,,,,False,True,False,False,False,False,False,386,14,0,2013-06-19 04:07:57,2013-06-19 04:07:57
1390,7y2VTFXCn,sideways vagina,"An Asian woman, particularly of Chinese descent.",,True,,94.0,eng,,,,True,True,False,False,False,False,False,395,17,3,2013-06-19 02:40:02,2013-06-19 02:40:02
1391,fz6E48ehr,camel humper,Person of Middle Eastern descent.,,True,,95.0,eng,,camel jockey,,False,True,False,False,False,False,False,394,5,0,2013-06-19 02:30:44,2013-06-19 02:30:44
1392,g9QGBUKJP,FOB,A person of foreign nationality.,"A chain, particularly when used with a timepiece",False,,88.0,eng,,fresh off the boat,,True,False,False,False,False,False,False,0,0,0,2013-06-18 23:11:23,2013-06-18 23:11:23
1393,2DEurVX63,fresh off the boat,A person of foreign nationality.,,False,,52.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2013-06-18 23:11:23,2013-06-18 23:11:23
1394,nQZaZ9NbF,gable,A black person.,A wall which encloses the end of a pitched roof,False,,75.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-06-18 21:33:53,2013-06-18 21:33:53
1395,yFQ74vr9C,spade,"A black person, originating with the suit in a deck of cards.",Shovel,False,,93.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-06-18 20:04:01,2013-06-18 20:04:01
1396,UbKAZ2J3B,wagon burner,A Native American person.,,True,,87.0,eng,,,,False,True,False,False,False,False,False,336,17,2,2013-06-18 18:10:04,2013-06-18 18:10:04
1397,Wzwy99PA8,moulignon,"A black person, used by Italians in US. It is a corruption of melanzane, the Italian word for eggplant.",,True,,89.0,eng,,moulie,,False,True,False,False,False,False,False,66,0,0,2013-06-18 01:40:55,2013-06-18 01:40:55
1398,7BtqnhDHy,border bunny,"A person of Latino descent, particularly a Mexican migrant laborer.",,True,,85.0,eng,,wetback,,False,True,False,False,False,False,False,188,41,3,2013-06-18 00:57:58,2013-06-18 00:57:58
1399,qb2KqVgnC,dune coon,A person of Arab descent.,,True,,99.0,eng,,sand nigger,,False,True,False,False,False,False,False,1108,14,1,2013-06-17 22:13:30,2013-06-17 22:13:30
1400,PwM7XTJHW,mosshead,A black person.,,False,,81.0,eng,,,,False,True,False,False,False,False,False,143,10,0,2013-06-17 19:50:29,2013-06-17 19:50:29
1401,GHxF7bn87,gooky,"An Asian, especially an enemy soldier of Asian descent. Its use as an ethnic slur has been traced to US Marines serving in the Philippines in the early 20th century. The earliest recorded example is dated 1920. It gained widespread notice as a result of the Korean and Vietnam wars.",,False,,97.0,eng,,gook,,False,True,False,False,False,False,False,296,24,0,2013-06-17 18:37:36,2013-06-17 18:37:36
1402,JfzXrQr7x,border jumper,"A person of Latino descent, particularly a Mexican migrant laborer.",,True,,82.0,eng,,wetback,,False,True,False,False,False,False,False,2045,90,16,2013-06-17 18:11:28,2013-06-17 18:11:28
1403,Ywy6VyXT8,higger,A Hindu person with preceived black mannerisms.,,False,,68.0,eng,,,,False,True,True,False,False,False,False,214,9,0,2013-06-16 13:12:27,2013-06-16 13:12:27
1404,N4DyxwBHg,gippo,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,True,,97.0,eng,,gyppo,,False,True,False,False,False,False,False,830,27,6,2013-06-16 08:27:16,2013-06-16 08:27:16
1405,EZKArmFB3,gyppo,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,True,,90.0,eng,,,,False,True,False,False,False,False,False,2158,71,4,2013-06-15 21:23:29,2013-06-15 21:23:29
1406,tP4pHEaRC,touch of the tar brush,A person of predominantly Caucasian ancestry with real or suspected African or Asian distant ancestry.,,True,,90.0,eng,,,,False,True,False,False,False,False,False,303,11,5,2013-06-15 05:18:18,2013-06-15 05:18:18
1407,g4VgeMDUH,yardie,"[1] A person from Jamaica, sometimes derogatory, referring to gang membership or low economic status. [2] In the UK, can be used broadly to denote a black person with gang association and/or engaging in criminal behavior.",,False,GB,76.0,eng,,,,True,True,False,False,False,False,True,1703,19,1,2013-06-07 13:53:40,2013-06-07 13:53:40
1408,RDX92tdyM,boo,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",An exclamation intended to scare the listener,False,,78.0,eng,,jigaboo,,False,True,False,False,False,False,False,0,0,0,2013-06-05 14:13:58,2013-06-05 14:13:58
1409,V7KK9jdja,Rico Suave,"A person of Hispanic descent, from the singer of the same name.",,False,,55.0,eng,,,,False,True,False,False,False,False,False,211,4,1,2013-06-02 22:24:19,2013-06-02 22:24:19
1410,yFMmh3ezd,redneck,Southern laborer-class whites.,,False,,68.0,eng,,,,False,False,False,False,False,False,True,1138,77,9,2013-06-02 05:49:03,2013-06-02 05:49:03
1411,b7PHp7TKN,muzzie,A Muslim.,,True,,84.0,eng,,,,False,False,True,False,False,False,False,5293,189,19,2013-06-01 23:05:37,2013-06-01 23:05:37
1412,V4Jc79fhB,queer,A homosexual.,Unusual,False,,44.0,eng,,,,False,False,False,False,True,False,False,761,38,4,2013-06-01 13:46:54,2013-06-01 13:46:54
1413,cyx7mvDEF,nigglet,A black child.,,True,,99.0,eng,,niglet,,False,True,False,False,False,False,False,4025,161,15,2013-05-31 04:10:25,2013-05-31 04:10:25
1414,WeZJrBa82,niggur,A black person.,,True,,99.0,eng,,nigger,,False,True,False,False,False,False,False,5512,210,25,2013-05-30 22:34:44,2013-05-30 22:34:44
1415,tTWJV3kr3,niglet,A black child.,,True,,99.0,eng,,,,False,True,False,False,False,False,False,4459,208,24,2013-05-30 19:55:58,2013-05-30 19:55:58
1416,xfb7ykAzV,ofay,"A white person, from Pig Latin for 'foe.'",,False,,75.0,eng,,,,False,True,False,False,False,False,False,536,49,5,2013-05-28 23:17:15,2013-05-28 23:17:15
1417,dfp72czzG,piky,Derived from 'turnpike'. [1] An Irish person. [2] A gypsy. [3] An itinerant or vagrant lower-class or poor person.,,False,,97.0,eng,,pikey,,True,True,False,False,False,False,False,0,0,0,2013-05-28 08:39:23,2013-05-28 08:39:23
1418,Bw33KZbKj,piker,Derived from 'turnpike'. [1] An Irish person. [2] A gypsy. [3] An itinerant or vagrant lower-class or poor person.,A person who prefers not to spend money,False,,78.0,eng,,pikey,,True,True,False,False,False,False,False,343,15,2,2013-05-28 00:45:00,2013-05-28 00:45:00
1419,jhB2e99jH,niggor,A black person.,,False,,99.0,eng,,nigger,,False,True,False,False,False,False,False,139,9,2,2013-05-28 00:35:34,2013-05-28 00:35:34
1420,pRMFc3bQC,abbo,"Australian Aboriginal person. Originally, this was simply an informal term for Aborigine, and was in fact used by Aboriginal people themselves until it started to be considered offensive in the 1950s. In remoter areas, Aboriginal people still often refer to themselves (quite neutrally) as Blackfellas (and whites as Whitefellas). Although Abo is still considered quite offensive by many, the pejorative boong is now more commonly used when the intent is to deliberately offend, as that word's status as an insult is unequivocal.",,False,,93.0,eng,,abo,,False,True,False,False,False,False,False,0,0,0,2013-05-27 07:54:37,2013-05-27 07:54:37
1421,BWd7HQVz7,af,"An African, used by white Rhodesians.",,False,,100.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-26 21:29:46,2013-05-26 21:29:46
1422,Nqm8FJxVw,sooty,"A black person, originated in the US in the 1950s.",,False,,74.0,eng,,,,False,True,False,False,False,False,False,1,0,0,2013-05-26 05:13:10,2013-05-26 05:13:10
1423,97uyVYFXG,alligator bait,"A black person, especially a black child. More commonly used in states where alligators are found, particularly Florida. First used in the early 20th century, although some hypothesize the term originated in the late 19th century.",,False,,72.0,eng,,,,False,True,False,False,False,False,False,292,13,0,2013-05-26 05:13:10,2013-05-26 05:13:10
1424,hQQf3gUwU,ape,A black person,A primate,False,,86.0,eng,,,,False,True,False,False,False,False,False,1,0,0,2013-05-26 05:13:10,2013-05-26 05:13:10
1425,JRP2kr36P,eight ball,A black person.,A billiards ball,False,,91.0,eng,,,,False,True,False,False,False,False,False,1,0,0,2013-05-26 05:13:10,2013-05-26 05:13:10
1426,jh3mcgDeW,pickaninny,Black children.,,True,,97.0,eng,,,,False,True,False,False,False,False,False,1549,91,8,2013-05-26 05:13:10,2013-05-26 05:13:10
1427,XZCB3fVua,Chinaman,"Found offensive, although it is a translation of the Chinese. It was used in the gold rush and railway-construction eras in western North America, when discrimination against Chinese was common.",,True,,72.0,eng,,,,True,False,False,False,False,False,False,2771,100,5,2013-05-25 17:17:03,2013-05-25 17:17:03
1428,AZehm4x3h,nigor,A black person.,,False,,99.0,eng,,nigger,,False,True,False,False,False,False,False,51,2,0,2013-05-25 07:08:18,2013-05-25 07:08:18
1429,JKgDa2T3h,chigger,[1] A Chinese person trying to act like a black person. [2] A person of mixed black and Asian parentage.,A mite,False,,77.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2013-05-24 22:37:16,2013-05-24 22:37:16
1430,gyhqb9PXg,Moor,"A black person, from the black Muslims which invaded Europe during the Middle Ages.","[1] Uncultivated land [2] Muslim inhabitants of the Maghreb, the Iberian Peninsula, Sicily, Sardinia, Corsica, and Malta during the Middle Ages",False,,94.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-24 00:48:27,2013-05-24 00:48:27
1431,6HMveGX48,African catfish,Referring to Muslims in Myanmar as an invasive species,,False,,93.0,eng,,,,False,True,True,False,False,False,False,29,2,0,2013-05-22 22:31:03,2013-05-22 22:31:03
1432,P6gZG7Tcf,border hopper,"A person of Latino descent, particularly a Mexican migrant laborer.",,True,,85.0,eng,,wetback,,False,True,False,False,False,False,False,1333,137,17,2013-05-22 04:39:12,2013-05-22 04:39:12
1433,NegH8tRA7,clam,"A Scientologist, referring to a passage about clam engrams in L. Ron Hubbard's 1952 book, What To Audit, later renamed The History Of Man",A mollusk,False,,77.0,eng,,clamhead,,False,False,True,False,False,False,False,0,0,0,2013-05-21 23:56:47,2013-05-21 23:56:47
1434,wKYjEED2R,clamhead,"A Scientologist, referring to a passage about clam engrams in L. Ron Hubbard's 1952 book, What To Audit, later renamed The History Of Man",,False,,77.0,eng,,,,False,False,True,False,False,False,False,0,0,0,2013-05-21 23:56:47,2013-05-21 23:56:47
1435,uGFBj7UHj,Bounty bar,"White on the inside and brown on the outside, like a Bounty chocolate bar. As with wigger, this is both a subcultural and ethnic slur. The immediate target is criticized for having the cultural values of a different ethnic group, with the implication that the ethnic group in question is bad or inferior. Coconut and Oreo are used in the same way.",,False,,56.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-21 17:44:39,2013-05-21 17:44:39
1436,4UkBP2jYD,boxhead,A person of German descent.,,False,,55.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2013-05-21 14:40:16,2013-05-21 14:40:16
1437,amk8z3BXK,bohunk,A person of east-central European descent. Originally referred to those of Bohemian (now Czech Republic) descent. It was commonly used toward Ukrainian immigrants during the early 20th century.,,False,,78.0,eng,,,,True,True,False,False,False,False,False,457,38,2,2013-05-20 21:23:54,2013-05-20 21:23:54
1438,nr4uAE2QZ,bunga,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",,False,,99.0,eng,,boong,,False,True,False,False,False,False,False,0,0,0,2013-05-20 16:39:19,2013-05-20 16:39:19
1439,e63tCRNyH,cripple,A disabled person.,,False,,71.0,eng,,,,False,False,False,False,False,True,False,1232,53,3,2013-05-19 12:59:40,2013-05-19 12:59:40
1440,WjRbvuV3r,camel jockey,Person of Middle Eastern descent.,,True,,80.0,eng,,,,False,True,False,False,False,False,False,2731,76,3,2013-05-19 05:26:32,2013-05-19 05:26:32
1441,4cCtTWT8E,dego,"An Italian, Spaniard or Portuguese person, possibly derived from the Spanish name, 'Diego,' a corruption of the title Hidalgo (member of the Gentry, from Spanish > hijo de algo 'son of someone [important]' or the Sardinian language first person pronoun, dego)t.",,False,,75.0,eng,,dago,,False,True,False,False,False,False,False,0,0,0,2013-05-18 14:31:30,2013-05-18 14:31:30
1442,NxD7c4fDz,bug eater,An person of Asian descent.,,False,,78.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-18 12:52:36,2013-05-18 12:52:36
1443,x276QEUu3,domes,"Hispanic word for a person from the Dominican Republic, possibly from the Washington Heights area of New York City.","Spherical structures, particularly used in astronomical observatories",False,,74.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2013-05-17 23:55:00,2013-05-17 23:55:00
1444,x9dnZhTqw,curry muncher,A person of East Indian origin.,,True,,74.0,eng,,,,False,True,False,False,False,False,False,4180,231,24,2013-05-16 22:21:07,2013-05-16 22:21:07
1445,uk6233Z4v,septic,An American. (Cockney rhyming slang: Septic tank - Yank),Relating to sewage,False,,74.0,eng,,seppo,,True,False,False,False,False,False,False,0,0,0,2013-05-16 03:20:37,2013-05-16 03:20:37
1446,r8HcNVfbx,spic,"A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.",,False,,81.0,eng,,,,False,True,False,False,False,False,False,572,14,2,2013-05-14 20:02:27,2013-05-14 20:02:27
1447,C2hTa8h7f,Ubangee,"A black person, particularly a black woman, from the Ubangi people of Africa",,False,,70.0,eng,,Ubangi,,False,True,False,False,False,False,False,2,0,0,2013-05-14 19:46:06,2013-05-14 19:46:06
